"department","publisher","books","percent"
"Politics and Sociology","M.E. Sharpe",22,4.592901878914405
"Politics and Sociology","University of Toronto Press",2,0.4175365344467641
"Politics and Sociology","Canadian Institute of Ukrainian Studies Press, University of Alberta",1,0.20876826722338204
"Politics and Sociology","Arnold",2,0.4175365344467641
"Politics and Sociology","Frank Cass",3,0.6263048016701461
"Politics and Sociology","Polity Press in association with the Open University",4,0.8350730688935282
"Politics and Sociology","Allen Lane",1,0.20876826722338204
"Politics and Sociology","Robertson in association with The Open University",1,0.20876826722338204
"Politics and Sociology","Woodrow Wilson Center Press",1,0.20876826722338204
"Politics and Sociology","Wiley",2,0.4175365344467641
"Politics and Sociology","I. B. Tauris",1,0.20876826722338204
"Politics and Sociology","Wheatsheaf",5,1.0438413361169103
"Politics and Sociology","Macmillan Pub",2,0.4175365344467641
"Politics and Sociology","Royal Institute of International Affairs",4,0.8350730688935282
"Politics and Sociology","Published for the Royal Institute of International Affairs by Oxford University Press",3,0.6263048016701461
"Politics and Sociology","Bantam",2,0.4175365344467641
"Politics and Sociology","Phoenix",1,0.20876826722338204
"Politics and Sociology","St. Martin's Press",2,0.4175365344467641
"Politics and Sociology","Columbia University Press",2,0.4175365344467641
"English Language & Literature","Editions Rodopi",1,0.12224938875305623
"English Language & Literature","Penguin",35,4.278728606356968
"English Language & Literature","Verso",1,0.12224938875305623
"English Language & Literature","Manchester University Press",6,0.7334963325183375
"English Language & Literature","W.W. Norton",11,1.3447432762836187
"English Language & Literature","Longman",35,4.278728606356968
"English Language & Literature","Penguin Books",50,6.112469437652812
"English Language & Literature","Oxford University Press",111,13.569682151589243
"English Language & Literature","Oxford University Press, USA",13,1.5892420537897312
"English Language & Literature","Vintage Uk",1,0.12224938875305623
"English Language & Literature","W. W. Norton & Company",1,0.12224938875305623
"English Language & Literature","W.W. Norton & Co",2,0.24449877750611246
"English Language & Literature","Norton",9,1.1002444987775062
"English Language & Literature","Dent",5,0.6112469437652812
"English Language & Literature","Princeton University Press",3,0.36674816625916873
"English Language & Literature","D.S. Brewer",8,0.9779951100244498
"English Language & Literature","Palgrave Macmillan",2,0.24449877750611246
"English Language & Literature","Blackwell",9,1.1002444987775062
"English Language & Literature","Clarendon Press",23,2.8117359413202934
"English Language & Literature","Cambridge University Press",66,8.06845965770171
"English Language & Literature","Methuen",5,0.6112469437652812
"English Language & Literature","Penguin Books Ltd",5,0.6112469437652812
"English Language & Literature","Northcote House in association with The British Council",2,0.24449877750611246
"English Language & Literature","Arden",2,0.24449877750611246
"English Language & Literature","Arden Shakespeare",6,0.7334963325183375
"English Language & Literature","Houghton Mifflin",2,0.24449877750611246
"English Language & Literature","HarperCollins",2,0.24449877750611246
"English Language & Literature","Blackwell Publishers",11,1.3447432762836187
"English Language & Literature","Rough Guides",2,0.24449877750611246
"English Language & Literature","Continuum",5,0.6112469437652812
"English Language & Literature","Faber",2,0.24449877750611246
"English Language & Literature","British Museum Press",2,0.24449877750611246
"English Language & Literature","Macmillan",6,0.7334963325183375
"English Language & Literature","Routledge and K. Paul",11,1.3447432762836187
"English Language & Literature","Routledge and Kegan Paul",11,1.3447432762836187
"English Language & Literature","Carcanet Press Ltd",2,0.24449877750611246
"English Language & Literature","Cornell University Press",21,2.567237163814181
"English Language & Literature","University of Chicago Press",28,3.4229828850855744
"English Language & Literature","Routledge",52,6.356968215158925
"English Language & Literature","Published in the USA by Croom Helm in association with Methuen",3,0.36674816625916873
"English Language & Literature","Wiley-Blackwell",18,2.2004889975550124
"English Language & Literature","Weidenfeld and Nicolson",3,0.36674816625916873
"English Language & Literature","Blackwell Pub",7,0.8557457212713936
"English Language & Literature","Brill Academic Publishers",3,0.36674816625916873
"English Language & Literature","Holmes & Meier Publishers",3,0.36674816625916873
"English Language & Literature","Ohio State University Press",7,0.8557457212713936
"English Language & Literature","Yale University Press",25,3.056234718826406
"English Language & Literature","University of California Press",5,0.6112469437652812
"English Language & Literature","Chatto & Windus",3,0.36674816625916873
"English Language & Literature","Rutgers University Press",5,0.6112469437652812
"English Language & Literature","Edinburgh University Press",3,0.36674816625916873
"English Language & Literature","University Press of Virginia",3,0.36674816625916873
"English Language & Literature","Columbia University Press",21,2.567237163814181
"English Language & Literature","University of Minnesota Press",3,0.36674816625916873
"English Language & Literature","Indiana University Press",5,0.6112469437652812
"English Language & Literature","David and Charles",3,0.36674816625916873
"English Language & Literature","University of London, the Athlone Press",3,0.36674816625916873
"English Language & Literature","University of Toronto Press",2,0.24449877750611246
"English Language & Literature","University of Exeter Press",10,1.2224938875305624
"English Language & Literature","McGill-Queen's University Press",2,0.24449877750611246
"English Language & Literature","Blackwell Publishing Limited",2,0.24449877750611246
"English Language & Literature","University of North Carolina Press",2,0.24449877750611246
"English Language & Literature","University of Toronto Press, Scholarly Publishing Division",2,0.24449877750611246
"English Language & Literature","British Museum Publications",1,0.12224938875305623
"English Language & Literature","New York University Press",3,0.36674816625916873
"English Language & Literature","Brill",1,0.12224938875305623
"English Language & Literature","J.M. Dent",4,0.4889975550122249
"English Language & Literature","State University of New York Press",4,0.4889975550122249
"English Language & Literature","Clarendon P",2,0.24449877750611246
"English Language & Literature","Cassell",4,0.4889975550122249
"English Language & Literature","University of Pennsylvania Press",2,0.24449877750611246
"English Language & Literature","Garland Pub",2,0.24449877750611246
"English Language & Literature","Viking Society for Northern Research, University College London",2,0.24449877750611246
"English Language & Literature","University of Wisconsin Press",3,0.36674816625916873
"English Language & Literature","Stanford University Press",3,0.36674816625916873
"English Language & Literature","Routledge & K. Paul",5,0.6112469437652812
"English Language & Literature","Duke University Press",15,1.8337408312958434
"English Language & Literature","Fourth Estate Ltd",1,0.12224938875305623
"English Language & Literature","Only Women Press",1,0.12224938875305623
"English Language & Literature","Haworth Press",1,0.12224938875305623
"English Language & Literature","University of Iowa Press",1,0.12224938875305623
"English Language & Literature","Greenwood Press",3,0.36674816625916873
"English Language & Literature","Greenwood",1,0.12224938875305623
"English Language & Literature","Onlywomen Press",1,0.12224938875305623
"English Language & Literature","GMP",3,0.36674816625916873
"English Language & Literature","Vintage Books",3,0.36674816625916873
"English Language & Literature","Basic Books",1,0.12224938875305623
"English Language & Literature","Greenwood World Publishing",1,0.12224938875305623
"English Language & Literature","Scarlet Pr",1,0.12224938875305623
"English Language & Literature","Meridian",3,0.36674816625916873
"English Language & Literature","Women's Press",1,0.12224938875305623
"English Language & Literature","Harrington Park Press",3,0.36674816625916873
"English Language & Literature","Crowell",1,0.12224938875305623
"English Language & Literature","Harper & Row",1,0.12224938875305623
"English Language & Literature","Serpent's Tail",5,0.6112469437652812
"English Language & Literature","Quartet Books",1,0.12224938875305623
"English Language & Literature","Beacon Press",1,0.12224938875305623
"English Language & Literature","Harvard University Press",1,0.12224938875305623
"English Language & Literature","Lawrence & Wishart",1,0.12224938875305623
"English Language & Literature","University of Michigan Press",5,0.6112469437652812
"English Language & Literature","MIT Press",1,0.12224938875305623
"English Language & Literature","Medieval Institute Publications",2,0.24449877750611246
"English Language & Literature","University of Exeter",2,0.24449877750611246
"English Language & Literature","Reaktion",2,0.24449877750611246
"English Language & Literature","S.P.C.K. for the Church Historical Society",2,0.24449877750611246
"English Language & Literature","University of Tennessee Press",2,0.24449877750611246
"English Language & Literature","Clarendon",2,0.24449877750611246
"English Language & Literature","Johns Hopkins University Press",1,0.12224938875305623
"Undergraduate","Hart",11,5.5
"Undergraduate","Oxford University Press, USA",23,11.5
"Undergraduate","Thomson",4,2
"Undergraduate","Cambridge University Press",37,18.5
"Undergraduate","Oxford University Press",33,16.5
"Undergraduate","Sweet & Maxwell",9,4.5
"Undergraduate","Butterworths",3,1.5
"Undergraduate","Hart Publishing (UK)",3,1.5
"Undergraduate","Harvard University Press",1,0.5
"Undergraduate","Clarendon Press",9,4.5
"Undergraduate","Hart Publishing",10,5
"Undergraduate","Longman",3,1.5
"Undergraduate","University of North Carolina Press",1,0.5
"Undergraduate","Duncker & Humblot",3,1.5
"Undergraduate","Ducker & Humblot",1,0.5
"Undergraduate","Pearson Longman",5,2.5
"Undergraduate","Sweet",4,2
"Undergraduate","Routledge",10,5
"Undergraduate","New York University Press",1,0.5
"Undergraduate","Ashgate",6,3
"Undergraduate","Routledge-Cavendish",2,1
"Undergraduate","Princeton University Press",1,0.5
"Undergraduate","Jordan Publishing (GB)",1,0.5
"Undergraduate","University of Chicago Press",1,0.5
"Undergraduate","New Press",1,0.5
"Undergraduate","Free Press",1,0.5
"Undergraduate","Hart Pub",1,0.5
"Undergraduate","Polity Press",1,0.5
"Undergraduate","Macmillan Education",1,0.5
"Undergraduate","Macmillan",1,0.5
"Undergraduate","Polity",1,0.5
"Undergraduate","Penguin",1,0.5
"Undergraduate","Routledge & Kegan Paul",1,0.5
"Undergraduate","Sage Publications",1,0.5
"Undergraduate","Earthscan",1,0.5
"Undergraduate","Chelsea Green Publishing",1,0.5
"Undergraduate","International Specialized Book Services",6,3
"History","Fontana Press",4,0.10573618821041501
"History","Routledge",183,4.837430610626487
"History","Houghton Mifflin",12,0.317208564631245
"History","Blackwell",28,0.7401533174729051
"History","Belknap Press of Harvard University Press",13,0.3436426116838488
"History","John Murray",3,0.07930214115781126
"History","Macmillan",55,1.4538725878932064
"History","Allen Lane",18,0.47581284694686754
"History","Addison-Wesley Longman",1,0.026434047052603753
"History","Oxford University Press",291,7.6923076923076925
"History","Longman",93,2.4583663758921492
"History","University Press",9,0.23790642347343377
"History","Penguin Books Ltd",4,0.10573618821041501
"History","University of Exeter Press",6,0.1586042823156225
"History","Edinburgh University Press",11,0.2907745175786413
"History","Purdue University Press",5,0.13217023526301877
"History","Syracuse University Press",4,0.10573618821041501
"History","Macmillan Press",5,0.13217023526301877
"History","Cambridge University Press",423,11.181601903251387
"History","Blackwell Pub",14,0.37007665873645257
"History","University Press of Kentucky",2,0.05286809410520751
"History","Berghahn Books",24,0.63441712926249
"History","University of Chicago Press",91,2.4054982817869415
"History","Palgrave Macmillan",51,1.3481363996827915
"History","Berg Publishers",19,0.5022468939994713
"History","University of Michigan Press",22,0.5815490351572826
"History","Social Science Monographs",5,0.13217023526301877
"History","Holmes & Meier",1,0.026434047052603753
"History","Princeton University Press",151,3.991541104943167
"History","Indiana University Press",63,1.6653449643140366
"History","Harvard University Press",85,2.246893999471319
"History","Northern Illinois University Press",37,0.9780597409463389
"History","Phoenix Press",1,0.026434047052603753
"History","Northwestern University Press",6,0.1586042823156225
"History","Central European University Press",10,0.26434047052603754
"History","Clarendon Press",67,1.7710811525244514
"History","Yale University Press",105,2.775574940523394
"History","University of Washington Press",10,0.26434047052603754
"History","Weidenfeld & Nicolson",15,0.3965107057890563
"History","Greenwood Press",11,0.2907745175786413
"History","Verso Books",1,0.026434047052603753
"History","Manchester University Press",35,0.9251916468411314
"History","Polity",10,0.26434047052603754
"History","School of Slavonic and East European Studies",3,0.07930214115781126
"History","London",1,0.026434047052603753
"History","Oxford University Press, USA",17,0.4493787998942638
"History","HarperCollins Pub",2,0.05286809410520751
"History","Rodopi",1,0.026434047052603753
"History","Columbia University Press",20,0.5286809410520751
"History","Variorum",1,0.026434047052603753
"History","New York University Press",4,0.10573618821041501
"History","E. Arnold",5,0.13217023526301877
"History","HarperCollins",4,0.10573618821041501
"History","Abacus",1,0.026434047052603753
"History","Methuen",9,0.23790642347343377
"History","University of Pittsburgh Press",5,0.13217023526301877
"History","Slavica",1,0.026434047052603753
"History","Blackwell Publishers",11,0.2907745175786413
"History","D.C. Heath",4,0.10573618821041501
"History",":German Historical Institute",1,0.026434047052603753
"History","University of North Carolina Press",28,0.7401533174729051
"History","Norton",11,0.2907745175786413
"History","Arnold",13,0.3436426116838488
"History","J.M. Dent & Sons Ltd",1,0.026434047052603753
"History","University of California Press",103,2.7227068464181867
"History","Penguin",35,0.9251916468411314
"History","Woodrow Wilson Center Press",2,0.05286809410520751
"History","Palgrave",14,0.37007665873645257
"History","Cornell University Press",96,2.53766851704996
"History","Penguin Books",30,0.7930214115781126
"History","Duke University Press",24,0.63441712926249
"History","Stanford University Press",32,0.8458895056833201
"History","German Historical Institute",9,0.23790642347343377
"History","W.W. Norton",7,0.18503832936822628
"History","C Hurst & Co Publishers Ltd",3,0.07930214115781126
"History","Temple University Press",3,0.07930214115781126
"History","Pennsylvania State University Press",13,0.3436426116838488
"History","Macmillan in association with the BBC World Service",1,0.026434047052603753
"History","Johns Hopkins University Press",33,0.8723235527359239
"History","Wiley",3,0.07930214115781126
"History","Westview Press",16,0.42294475284166005
"History","Mandarin Paperbacks",1,0.026434047052603753
"History","Random House",4,0.10573618821041501
"History","Verso",4,0.10573618821041501
"History","Harvester Wheatsheaf",1,0.026434047052603753
"History","Transaction Publishers",5,0.13217023526301877
"History","Vintage Books",14,0.37007665873645257
"History","Vintage",2,0.05286809410520751
"History","St. Martin's Press",15,0.3965107057890563
"History","Published for the Royal Institute of International Affairs, London, by the University of California",3,0.07930214115781126
"History","University of Rochester Press",2,0.05286809410520751
"History","Wayne State University Press",4,0.10573618821041501
"History","Weidenfeld and Nicolson",23,0.6079830822098863
"History","Routledge & Kegan Paul",8,0.21147237642083003
"History","HALBAN",1,0.026434047052603753
"History","State University of New York Press",3,0.07930214115781126
"History","Ariadne Press",1,0.026434047052603753
"History","Continuum",12,0.317208564631245
"History","Collins",5,0.13217023526301877
"History","Ashgate Publishing",3,0.07930214115781126
"History","H.N. Abrams",1,0.026434047052603753
"History","Ashgate",27,0.7137192704203014
"History","Society for the Promotion of Science and Scholarship",1,0.026434047052603753
"History","Picador",1,0.026434047052603753
"History","Thames and Hudson",25,0.6608511763150938
"History","MIT Press",9,0.23790642347343377
"History","Leicester University P",1,0.026434047052603753
"History","University of Wisconsin Press",12,0.317208564631245
"History","J. Cape",1,0.026434047052603753
"History","Cornell Univ Pr",3,0.07930214115781126
"History","Wallflower Press",3,0.07930214115781126
"History","I.B. Tauris",13,0.3436426116838488
"History","Ohio State University Press",8,0.21147237642083003
"History","Anthem Press",3,0.07930214115781126
"History","I. B. Tauris",6,0.1586042823156225
"History","Rutgers University Press",6,0.1586042823156225
"History","Macmillan in association with the School of Slavonic and East European Studies, University of London",5,0.13217023526301877
"History","Wiley-Blackwell",18,0.47581284694686754
"History","Voltaire Foundation",8,0.21147237642083003
"History","University of Exeter",3,0.07930214115781126
"History","Profile Books Ltd",2,0.05286809410520751
"History","Johns Hopkins Press",2,0.05286809410520751
"History","Oriental Research Partners",5,0.13217023526301877
"History","New York",6,0.1586042823156225
"History","Springer",2,0.05286809410520751
"History","University of Notre Dame Press",9,0.23790642347343377
"History","Free Press",11,0.2907745175786413
"History","Slavica Publishers",2,0.05286809410520751
"History","Pearson/Longman",2,0.05286809410520751
"History","Berg",18,0.47581284694686754
"History","Cambridge U.P",1,0.026434047052603753
"History","Lit Verlag",1,0.026434047052603753
"History","Avero",3,0.07930214115781126
"History","Humanities Press",2,0.05286809410520751
"History","B. Blackwell",8,0.21147237642083003
"History","Knopf",6,0.1586042823156225
"History","Yale Center for International and Area Studies",1,0.026434047052603753
"History","Harcourt Brace Jovanovich",1,0.026434047052603753
"History","Hambledon & London",2,0.05286809410520751
"History","RoutledgeCurzon",6,0.1586042823156225
"History","Clarendon P",2,0.05286809410520751
"History","M.E. Sharpe",1,0.026434047052603753
"History","Collins & Brown",2,0.05286809410520751
"History","Phaidon",3,0.07930214115781126
"History","Athlone",4,0.10573618821041501
"History","Cass",2,0.05286809410520751
"History","University Press of Kansas",3,0.07930214115781126
"History","Academic International Press",2,0.05286809410520751
"History","McGill-Queen's University Press",3,0.07930214115781126
"History","Constable",2,0.05286809410520751
"History","University of Toronto Press",30,0.7930214115781126
"History","Rowman & Littlefield Publishers",4,0.10573618821041501
"History","Heath",3,0.07930214115781126
"History","Coronado Press",1,0.026434047052603753
"History","Dept. of Slavic Languages and Literatures, University of Michigan",1,0.026434047052603753
"History","Distributed by Harvard University Press for the Harvard Ukrainian Research Institute",1,0.026434047052603753
"History","University of Minnesota Press",6,0.1586042823156225
"History","Praeger",2,0.05286809410520751
"History","New Pr",4,0.10573618821041501
"History","Little, Brown",1,0.026434047052603753
"History","Allen & Unwin",4,0.10573618821041501
"History","Gill and Macmillan",1,0.026434047052603753
"History","Chatto and Windus",2,0.05286809410520751
"History","Unwin Hyman",3,0.07930214115781126
"History","Croom Helm",9,0.23790642347343377
"History","Polity Press",10,0.26434047052603754
"History","Pinter Publishers",2,0.05286809410520751
"History","Macmillan Education",4,0.10573618821041501
"History","Bloomsbury USA",1,0.026434047052603753
"History","Pearson Longman",1,0.026434047052603753
"History","Pearson Education",1,0.026434047052603753
"History","Fitzroy Dearborn",1,0.026434047052603753
"History","Published for the British Academy by Oxford University Press",4,0.10573618821041501
"History","Chatto & Windus",4,0.10573618821041501
"History","Wesleyan University Press published by University Press of New England",1,0.026434047052603753
"History","Hodder Arnold",2,0.05286809410520751
"History","Cambridge University      Press",1,0.026434047052603753
"History",": University Press",1,0.026434047052603753
"History","Bodleian Library, University of Oxford",1,0.026434047052603753
"History","Catholic University of America Press",8,0.21147237642083003
"History","Fontana",1,0.026434047052603753
"History","Broadview Press",13,0.3436426116838488
"History","Harry N. Abrams",3,0.07930214115781126
"History","University of Pennsylvania Press",23,0.6079830822098863
"History","Paulist Press",4,0.10573618821041501
"History","Ashgate Pub. Ltd",1,0.026434047052603753
"History","York Medieval Press",3,0.07930214115781126
"History","British Library",7,0.18503832936822628
"History","Boydell Press",5,0.13217023526301877
"History","Ashgate Pub",4,0.10573618821041501
"History","Boydell",4,0.10573618821041501
"History","Hambledon Press",10,0.26434047052603754
"History","Scolar Press",2,0.05286809410520751
"History","Octagon Books",3,0.07930214115781126
"History","Harvester Press",2,0.05286809410520751
"History","Brill",29,0.7665873645255089
"History","Scribner",10,0.26434047052603754
"History","Pontifical Institute of Mediaeval Studies",3,0.07930214115781126
"History","Zone Books",8,0.21147237642083003
"History","Center for Medieval & Early Renaissance Studies",2,0.05286809410520751
"History","Medieval Institute Publications",4,0.10573618821041501
"History","University of Wales Press",3,0.07930214115781126
"History","Garland",5,0.13217023526301877
"History","D.S. Brewer",6,0.1586042823156225
"History","Garland Pub",10,0.26434047052603754
"History","Kennikat Press",1,0.026434047052603753
"History","Egbert Forsten",7,0.18503832936822628
"History","Leuven Univ Pr",3,0.07930214115781126
"History","Reaktion",2,0.05286809410520751
"History","Edwin Mellen Press",1,0.026434047052603753
"History","Aris & Phillips",11,0.2907745175786413
"History","Elek",1,0.026434047052603753
"History","Harper & Row",4,0.10573618821041501
"History","Viking Press",1,0.026434047052603753
"History","Truman State University Press",1,0.026434047052603753
"History","Center for Reformation Research",2,0.05286809410520751
"History","Basil Blackwell",2,0.05286809410520751
"History","Burns & Oates",1,0.026434047052603753
"History","E.J. Brill",6,0.1586042823156225
"History","Fortress Press",5,0.13217023526301877
"History","Quadrangle Books",2,0.05286809410520751
"History","Dover Publications",1,0.026434047052603753
"History","Meridian",1,0.026434047052603753
"History","Labyrinth Press",2,0.05286809410520751
"History","Sixteenth Century Journal Publishers",4,0.10573618821041501
"History","Faber and Faber",1,0.026434047052603753
"History","Pimlico",3,0.07930214115781126
"History","Wilfrid Laurier University Press",1,0.026434047052603753
"History","Clarendon",2,0.05286809410520751
"History","Fordham University Press",2,0.05286809410520751
"History","Brill Academic Pub",3,0.07930214115781126
"History","Brill Academic Publishers",23,0.6079830822098863
"History","Reaktion Books",2,0.05286809410520751
"History","Routledge & K. Paul",1,0.026434047052603753
"History","University Press of Virginia",2,0.05286809410520751
"History","s.n",2,0.05286809410520751
"History","I B Tauris & Co Ltd",1,0.026434047052603753
"History","Schocken Books",1,0.026434047052603753
"History","Ashgate/Variorum",2,0.05286809410520751
"History","Athlone Press",2,0.05286809410520751
"History","Viking",4,0.10573618821041501
"History","Four Courts Press",2,0.05286809410520751
"History","Sutton",3,0.07930214115781126
"History","Dundee University Press",1,0.026434047052603753
"History","Offices of the Royal Historical Society, University College London",1,0.026434047052603753
"History","Phoenix",1,0.026434047052603753
"History","Heinemann",1,0.026434047052603753
"History","W. W. Norton & Company",1,0.026434047052603753
"History","Pantheon Books",2,0.05286809410520751
"History","McFarland",4,0.10573618821041501
"History","Productivity Press",1,0.026434047052603753
"History","Princeton Architectural Press",1,0.026434047052603753
"History","Metzlersche J.B. Verlagsb",1,0.026434047052603753
"History","Elsevier-Phaidon",1,0.026434047052603753
"History","Published for the Trustees of the British Museum by British Museum Press",3,0.07930214115781126
"History","Facts on File",2,0.05286809410520751
"History","British Museum",5,0.13217023526301877
"History","British Museum Press",8,0.21147237642083003
"History","Published by British Museum Press for the Trustees of the British Museum",1,0.026434047052603753
"History","CDL Press",10,0.26434047052603754
"History","Capital Decisions Ltd",2,0.05286809410520751
"History","Scholars Pr",4,0.10573618821041501
"History","Scholars Press",11,0.2907745175786413
"History","Eisenbrauns",40,1.0573618821041502
"History","Brepols Publishers",7,0.18503832936822628
"History","Metropolitan Museum of Art",10,0.26434047052603754
"History","The Museum",1,0.026434047052603753
"History","Shire Publications",3,0.07930214115781126
"History","British Museum Press for the Trustees of the British Museum",3,0.07930214115781126
"History","British Archaeological Reports",4,0.10573618821041501
"History","University of Arizona Press",2,0.05286809410520751
"History","Sheffield Academic Press",3,0.07930214115781126
"History","Peeters",11,0.2907745175786413
"History","Peeters Publishers",9,0.23790642347343377
"History","The Oriental Institute of the University of Chicago",6,0.1586042823156225
"History","Wissenschaftliche Buchgesellschaft",2,0.05286809410520751
"History","Oriental Institute of the University of Chica",3,0.07930214115781126
"History","Thames & Hudson",5,0.13217023526301877
"History","Harrassowitz Verlag",1,0.026434047052603753
"History","Leicester University Press",2,0.05286809410520751
"History","Archaeopress",3,0.07930214115781126
"History","Oxbow Books",6,0.1586042823156225
"History","Published ... for the British School of Archaeology in Iraq by Aris & Phillips",1,0.026434047052603753
"History","University of Texas Press",6,0.1586042823156225
"History","Equinox Publishing",2,0.05286809410520751
"History","Universit�tsverlag",1,0.026434047052603753
"History","Undena Publications",1,0.026434047052603753
"History","Oriental Institute of the University of Chicago",4,0.10573618821041501
"History","Editions Recherche sur les civilisations",3,0.07930214115781126
"History","McDonald Institute for Archaeological Research, University of Cambridge",1,0.026434047052603753
"History","Picard",2,0.05286809410520751
"History","Vandenhoeck & Ruprecht",5,0.13217023526301877
"History","Ugarit Verlag",3,0.07930214115781126
"History","American Schools of Oriental Research",2,0.05286809410520751
"History","Society of Biblical Literature",5,0.13217023526301877
"History","Egypt Exploration Society",2,0.05286809410520751
"History","Kegan Paul International",7,0.18503832936822628
"History","Institut fran�ais d'arch�ologie orientale",1,0.026434047052603753
"History","KPI",2,0.05286809410520751
"History","American University in Cairo Press",2,0.05286809410520751
"History","Heidelberger Orientverlag",1,0.026434047052603753
"History","SIA",2,0.05286809410520751
"History","Duckworth",11,0.2907745175786413
"History","Sheffield",2,0.05286809410520751
"History","Rubicon Press",2,0.05286809410520751
"History","University Museum of Archaeology and Anthropology, University of Pennsylvania",1,0.026434047052603753
"History","Harrassowitz",1,0.026434047052603753
"History","University Museum, University of Pennsylvania",4,0.10573618821041501
"History","Austrian Academy of Sciences",4,0.10573618821041501
"History","Vch Pub",1,0.026434047052603753
"History","Nederlands Historisch-Archaeologisch Instituut te Istanbul",1,0.026434047052603753
"History","Equinox",1,0.026434047052603753
"History","British School of Archaeology in Iraq",3,0.07930214115781126
"History","R�union des Mus�es Nationaux",1,0.026434047052603753
"History","V.U. Uitgeverij",1,0.026434047052603753
"History","David Brown",3,0.07930214115781126
"History","Johns Hopkins Univeristy Press",4,0.10573618821041501
"History","Kendall/Hunt Pub",1,0.026434047052603753
"History","Bar-Ilan University",1,0.026434047052603753
"History","Peeters Press",1,0.026434047052603753
"History","The Metropolitan Museum of Art",4,0.10573618821041501
"History","John Wiley & Sons",1,0.026434047052603753
"History","Centre of Near and Middle Eastern Studies, SOAS and the Society for Libyan Studies",1,0.026434047052603753
"History","Blackwell Publishing, Incorporated",1,0.026434047052603753
"History","The University Museum, University of Pennsylvania",1,0.026434047052603753
"History","Doubleday",1,0.026434047052603753
"History","La Documentation fran�aise",1,0.026434047052603753
"History","Ned Inst Het Nabije Oost",1,0.026434047052603753
"History","Kikimora Publications",3,0.07930214115781126
"History","Helsinki University Press",12,0.317208564631245
"History","Neo-Assyrian Text Corpus Project",4,0.10573618821041501
"History","Histories & Mysteries of Man",1,0.026434047052603753
"History","Jonathan Cape",1,0.026434047052603753
"History","Brepols",1,0.026434047052603753
"History","American Philosophical Society",1,0.026434047052603753
"History","Ugarit-Verlag",3,0.07930214115781126
"History","Walter de Gruyter",1,0.026434047052603753
"History","Scottish Academic Press",1,0.026434047052603753
"History","Classical Press of Wales",2,0.05286809410520751
"History","Published on behalf of Corpus Inscriptionum Iranicarum by School of Oriental and African Studies",1,0.026434047052603753
"History","Penguin Classics",1,0.026434047052603753
"History","M. Wiener Pub",1,0.026434047052603753
"History","Published by University Press of New England [for] Wesleyan University Press",1,0.026434047052603753
"History","Leicester University Press in association with Fontana Paperbacks",1,0.026434047052603753
"History","Pinter",5,0.13217023526301877
"History","Faber",1,0.026434047052603753
"History","World Bank",1,0.026434047052603753
"History","Little, Brown and Company",1,0.026434047052603753
"History","Southern Illinois University Press",1,0.026434047052603753
"History","The Royal Institute of International Affairs",1,0.026434047052603753
"History","Pluto Press",1,0.026434047052603753
"History","Macmillan in association with the Graduate School of European and International Studies, University",1,0.026434047052603753
"History","Transaction Books",1,0.026434047052603753
"History","Rowman & Littlefield",1,0.026434047052603753
"History","Edward Arnold",2,0.05286809410520751
"History","Ivan R. Dee, Publisher",1,0.026434047052603753
"History","Frank Cass",1,0.026434047052603753
"History","Pan Books",2,0.05286809410520751
"History","Routledge and K. Paul",2,0.05286809410520751
"History","Pergamon Press",1,0.026434047052603753
"History","Allen Lane/Penguin Press",1,0.026434047052603753
"History","VIF",2,0.05286809410520751
"History","Hill and Wang",1,0.026434047052603753
"History","Bedford/St. Martin's",5,0.13217023526301877
"History","A.A. Knopf",1,0.026434047052603753
"History","Basic Books",3,0.07930214115781126
"History","University Press of Mississippi",1,0.026434047052603753
"History","University of Illinois Press",5,0.13217023526301877
"History","University of Georgia Press",1,0.026434047052603753
"History","Grove Press",2,0.05286809410520751
"History","Simon & Schuster",3,0.07930214115781126
"History","University of Massachusetts Press",3,0.07930214115781126
"History","Styx",1,0.026434047052603753
"History","AltaMira Press",1,0.026434047052603753
"History","University of Oklahoma Press",1,0.026434047052603753
"History","Center for Hellenic Studies, Trustees for Harvard University",9,0.23790642347343377
"History","F. Cass",7,0.18503832936822628
"History","Institute of Classical Studies, School of Advanced Study, University of London",1,0.026434047052603753
"History","Institute of Classical Studies",6,0.1586042823156225
"History","University of London Institute of Classical Studies",1,0.026434047052603753
"History","Published for The Ecclesiastical History Society by B. Blackwell",2,0.05286809410520751
"History","Journal of Roman Archaeology",1,0.026434047052603753
"History","Humanities Research Centre",3,0.07930214115781126
"History","Presses universitaires de Franche-Comté",2,0.05286809410520751
"History","Humanities Research Center",1,0.026434047052603753
"History","Victoria & Albert Museum",1,0.026434047052603753
"History","Fourth Estate",1,0.026434047052603753
"History","Henry Holt",1,0.026434047052603753
"History","University of Wisconsin Press/Popular Press",1,0.026434047052603753
"History","British Film Institute",3,0.07930214115781126
"History","Bowling Green State University Popular Press",1,0.026434047052603753
"History","Intellect Books",1,0.026434047052603753
"History","Praeger Publishers",1,0.026434047052603753
"History","I. B. Tauris & Company",1,0.026434047052603753
"History","Michigan State University Press",1,0.026434047052603753
"History","University of Virginia Press",3,0.07930214115781126
"History","Oxbow",2,0.05286809410520751
"History","Stanford University Press, 1969",1,0.026434047052603753
"History","D.S.Brewer",2,0.05286809410520751
"History","Center for Medieval and Early Renaissance Studies, State University of New York at Binghamton",1,0.026434047052603753
